"id"	"1_Mot"	"4_Lemme"	"5_Cgram"	"7_Genre"	"10_FreqMot"	"12_FreqLemme"
3831	canon	canon	NOM	m	14.171	19.968
3832	clown	clown	NOM	m	14.165	19.424
3833	degrés	degré	NOM	m	14.161	23.434
3834	t-shirt	t-shirt	NOM	m	14.146	18.241
3835	héritage	héritage	NOM	m	14.142	14.320
3836	parait	parer	VER	""	14.139	25.541
3837	do	do	NOM	m	14.133	14.576
3838	pages	page	NOM	e	14.127	45.924
3839	écrivain	écrivain	NOM	e	14.114	17.563
3840	importantes	important	ADJ	f	14.111	251.911
3841	rupture	rupture	NOM	f	14.104	15.104
3842	envoyée	envoyer	VER	""	14.079	395.332
3843	russes	russe	NOM	""	14.079	21.478
3844	budget	budget	NOM	m	14.076	15.009
3845	organisé	organiser	VER	m	14.070	58.744
3846	pomme	pomme	NOM	f	14.054	31.057
3847	funérailles	funéraille	NOM	f	14.051	14.051
3848	méthode	méthode	NOM	f	14.051	25.044
3849	nucléaire	nucléaire	ADJ	e	14.047	19.861
3850	racontez	raconter	VER	""	14.047	182.981
3851	soudain	soudain	ADV	""	14.044	14.044
3852	poumons	poumon	NOM	m	14.044	19.136
3853	diriez	dire	VER	""	14.041	6099.386
3854	jungle	jungle	NOM	f	14.041	14.424
3855	navré	navrer	VER	m	14.028	23.095
3856	génération	génération	NOM	f	14.025	21.984
3857	médias	média	NOM	m	14.022	15.392
3858	cours	courir	VER	""	14.022	129.611
3859	anges	ange	NOM	m	14.019	48.984
3860	parfaite	parfaire	VER	f	14.019	75.633
3861	as	as	NOM	m	14.016	14.193
3862	noble	noble	ADJ	e	14.009	16.731
3863	humain	humain	NOM	m	13.997	46.250
3864	promener	promener	VER	""	13.987	26.358
3865	obligée	obliger	VER	f	13.984	84.722
3866	internet	internet	NOM	m	13.984	13.994
3867	rigoles	rigoler	VER	""	13.984	47.266
3868	officiel	officiel	ADJ	m	13.978	27.541
3869	profite	profiter	VER	""	13.978	70.370
3870	plainte	plaindre	VER	f	13.975	54.918
3871	ressembler	ressembler	VER	""	13.975	179.915
3872	responsabilités	responsabilité	NOM	f	13.962	43.253
3873	jalouse	jaloux	ADJ	f	13.959	14.753
3874	saut	saut	NOM	m	13.946	15.684
3875	baseball	baseball	NOM	m	13.943	13.956
3876	effectivement	effectivement	ADV	""	13.940	13.946
3877	dernièrement	dernièrement	ADV	""	13.934	13.934
3878	démarre	démarrer	VER	""	13.930	32.085
3879	chefs	chef	NOM	m	13.927	220.117
3880	réunis	réunir	VER	""	13.908	38.851
3881	énormément	énormément	ADV	""	13.905	13.908
3882	laissent	laisser	VER	""	13.905	1354.038
3883	bail	bail	NOM	m	13.902	13.911
3884	probable	probable	ADJ	e	13.902	14.456
3885	échantillon	échantillon	NOM	m	13.896	24.608
3886	désire	désirer	VER	""	13.896	44.829
3887	bateaux	bateau	NOM	m	13.892	108.646
3888	court	courir	VER	""	13.873	129.611
3889	effacer	effacer	VER	""	13.870	37.142
3890	puisqu'	puisqu'	CON	""	13.867	61.892
3891	idéal	idéal	ADJ	m	13.864	20.554
3892	cravate	cravate	NOM	f	13.861	15.646
3893	poches	poche	NOM	f	13.861	51.130
3894	dent	dent	NOM	f	13.854	64.278
3895	loyauté	loyauté	NOM	f	13.851	14.000
3896	pétrole	pétrole	NOM	m	13.848	14.016
3897	habits	habit	NOM	m	13.845	17.326
3898	bâton	bâton	NOM	m	13.845	18.171
3899	pourront	pouvoir	VER	""	13.842	6267.658
3900	plaire	plaire	VER	""	13.842	500.994
3901	capacité	capacité	NOM	f	13.835	24.016
3902	couru	courir	VER	m	13.835	129.611
3903	brigade	brigade	NOM	f	13.826	14.886
3904	expériences	expérience	NOM	f	13.823	75.158
3905	national	national	ADJ	m	13.823	32.892
3906	destruction	destruction	NOM	f	13.823	14.301
3907	jaune	jaune	ADJ	e	13.820	18.358
3908	opérer	opérer	VER	""	13.820	28.130
3909	dangereuse	dangereux	ADJ	f	13.813	98.984
3910	dépassé	dépasser	VER	m	13.813	44.693
3911	examens	examen	NOM	m	13.801	44.076
3912	pires	pire	ADJ	e	13.797	106.649
3913	élevé	élevé	ADJ	m	13.791	25.411
3914	interrogatoire	interrogatoire	NOM	m	13.782	16.187
3915	regardait	regarder	VER	""	13.778	1095.016
3916	littéralement	littéralement	ADV	""	13.769	13.769
3917	étranges	étrange	ADJ	e	13.766	82.456
3918	faîtes	faîte	VER	m	13.756	13.756
3919	entrée	entrer	VER	f	13.756	383.965
3920	explosé	exploser	VER	""	13.756	63.915
3921	halloween	halloween	NOM	f	13.747	13.753
3922	contre	contrer	VER	""	13.747	17.051
3923	quart	quart	NOM	m	13.744	15.889
3924	précisément	précisément	ADV	""	13.744	13.747
3925	jouets	jouet	NOM	m	13.734	24.551
3926	rappelé	rappeler	VER	""	13.731	291.712
3927	volant	volant	NOM	m	13.722	14.000
3928	trahison	trahison	NOM	f	13.718	14.462
3929	bouffe	bouffe	NOM	e	13.712	13.744
3930	occupez	occuper	VER	""	13.709	384.057
3931	devaient	devoir	VER	""	13.699	3830.592
3932	plaisantez	plaisanter	VER	""	13.696	80.734
3933	passant	passer	VER	e	13.696	1522.114
3934	mette	mettre	VER	""	13.684	944.310
3935	visages	visage	NOM	m	13.684	139.373
3936	construction	construction	NOM	f	13.680	14.975
3937	intéressé	intéresser	VER	""	13.677	120.756
3938	allée	allée	NOM	f	13.674	16.076
3939	tueurs	tueur	NOM	m	13.671	101.842
3940	ranger	ranger	VER	""	13.668	39.146
3941	mourra	mourir	VER	""	13.661	832.506
3942	réfléchis	réfléchi	ADJ	m	13.661	15.953
3943	utilisent	utiliser	VER	""	13.661	321.547
3944	boîtes	boîte	NOM	f	13.658	91.304
3945	respiration	respiration	NOM	f	13.655	14.734
3946	cousine	cousin	NOM	f	13.652	53.946
3947	débrouiller	débrouiller	VER	""	13.642	42.019
3948	déménager	déménager	VER	""	13.642	38.551
3949	voeu	voeu	NOM	m	13.636	29.329
3950	jouent	jouer	VER	""	13.633	527.152
3951	perdez	perdre	VER	""	13.627	545.231
3952	traverse	traverser	VER	""	13.623	83.972
3953	événement	événement	NOM	m	13.617	28.108
3954	commences	commencer	VER	""	13.608	511.149
3955	récupère	récupérer	VER	""	13.601	114.592
3956	connerie	connerie	NOM	f	13.598	73.775
3957	ténèbres	ténèbres	NOM	f	13.592	13.646
3958	arrêtera	arrêter	VER	""	13.592	998.823
3959	flash	flash	NOM	m	13.589	14.772
3960	maintenir	maintenir	VER	""	13.585	127.130
3961	docteurs	docteur	NOM	m	13.585	226.272
3962	trouvais	trouver	VER	""	13.579	1476.832
3963	arrêtée	arrêter	VER	f	13.579	998.823
3964	systèmes	système	NOM	m	13.576	109.794
3965	vomir	vomir	VER	""	13.570	25.899
3966	outils	outil	NOM	m	13.566	19.864
3967	confirmer	confirmer	VER	""	13.566	46.813
3968	sortait	sortir	VER	""	13.563	920.845
3969	fatigué	fatigué	ADJ	m	13.563	26.377
3970	censés	censé	ADJ	m	13.560	97.554
3971	apprécié	apprécier	VER	m	13.560	122.218
3972	masse	masse	NOM	f	13.547	16.278
3973	prêts	prêt	NOM	m	13.547	47.193
3974	violent	violent	ADJ	m	13.547	26.601
3975	commercial	commercial	ADJ	m	13.535	19.361
3976	arracher	arracher	VER	""	13.535	40.165
3977	contient	contenir	VER	""	13.532	33.203
3978	vivants	vivant	ADJ	m	13.525	105.706
3979	présidente	président	NOM	f	13.525	137.231
3980	siècles	siècle	NOM	m	13.516	39.551
3981	regardent	regarder	VER	""	13.516	1095.016
3982	sensation	sensation	NOM	f	13.513	17.038
3983	p	p	NOM	m	13.513	29.671
3984	serveur	serveur	NOM	m	13.503	31.709
3985	admets	admettre	VER	""	13.494	65.516
3986	house	house	NOM	f	13.494	13.614
3987	ordures	ordure	NOM	f	13.487	26.418
3988	scandale	scandale	NOM	m	13.487	14.823
3989	retrouvée	retrouver	VER	""	13.478	283.361
3990	idiote	idiot	ADJ	f	13.478	62.291
3991	importants	important	ADJ	m	13.478	251.911
3992	acteurs	acteur	NOM	m	13.475	52.734
3993	sincère	sincère	ADJ	e	13.468	17.491
3994	informer	informer	VER	""	13.462	39.725
3995	six	six	NOM	m	13.459	13.500
3996	otages	otage	NOM	e	13.456	27.750
3997	chaos	chaos	NOM	m	13.456	13.456
3998	renvoyé	renvoyer	VER	""	13.453	57.848
3999	voter	voter	VER	""	13.449	38.987
4000	oublie	oublie	NOM	f	13.446	14.430
4001	stable	stable	ADJ	e	13.446	15.696
4002	possession	possession	NOM	f	13.443	14.570
4003	péché	péché	NOM	m	13.440	24.551
4004	insiste	insister	VER	""	13.434	38.313
4005	direz	dire	VER	""	13.430	6099.386
4006	allume	allumer	VER	""	13.427	47.744
4007	maximum	maximum	NOM	m	13.421	13.516
4008	épaules	épaule	NOM	f	13.418	31.718
4009	prendrais	prendre	VER	""	13.392	1894.187
4010	amoureux	amoureux	NOM	m	13.389	15.829
4011	quoi	quoi	PRO:int	""	13.386	13.396
4012	cruel	cruel	ADJ	m	13.386	22.139
4013	expliqué	expliquer	VER	""	13.383	190.918
4014	charité	charité	NOM	f	13.373	13.525
4015	population	population	NOM	f	13.351	14.250
4016	mille	mille	NOM	m	13.348	17.456
4017	veuille	vouloir	VER	""	13.345	5239.237
4018	éloigne	éloigner	VER	""	13.339	55.930
4019	attendrai	attendre	VER	""	13.335	1269.411
4020	combinaison	combinaison	NOM	f	13.329	16.456
4021	lot	lot	NOM	m	13.326	14.373
4022	poker	poker	NOM	m	13.310	13.380
4023	chic	chic	ADJ	e	13.310	15.127
4024	impact	impact	NOM	m	13.304	14.611
4025	publicité	publicité	NOM	f	13.304	15.006
4026	agi	agir	VER	m	13.294	205.873
4027	légiste	légiste	NOM	m	13.288	14.570
4028	demandent	demander	VER	""	13.285	926.332
4029	entrain	entrain	NOM	m	13.285	13.402
4030	manquait	manquer	VER	""	13.282	247.231
4031	médicale	médical	ADJ	f	13.282	45.747
4032	motel	motel	NOM	m	13.278	14.228
4033	fruit	fruit	NOM	m	13.275	33.642
4034	proposer	proposer	VER	""	13.269	71.943
4035	dix	dix	NOM	""	13.253	13.272
4036	trés	trés	NOM	m	13.250	13.250
4037	loué	louer	VER	m	13.241	37.592
4038	immense	immense	ADJ	e	13.234	15.234
4039	expliquez	expliquer	VER	""	13.225	190.918
4040	panneau	panneau	NOM	m	13.222	17.680
4041	suivante	suivant	ADJ	f	13.212	30.278
4042	commande	commander	VER	""	13.203	60.104
4043	vendeur	vendeur	NOM	m	13.187	19.554
4044	audition	audition	NOM	f	13.187	16.557
4045	séparés	séparer	VER	m	13.177	66.402
4046	apparence	apparence	NOM	f	13.168	18.633
4047	admire	admirer	VER	""	13.168	28.386
4048	cendres	cendre	NOM	f	13.165	15.003
4049	marge	marge	NOM	f	13.165	13.772
4050	impôts	impôt	NOM	m	13.161	15.759
4051	restons	rester	VER	""	13.155	924.022
4052	four	four	NOM	m	13.155	14.551
4053	maudit	maudit	ADJ	m	13.146	27.152
4054	baisser	baisser	VER	""	13.142	61.551
4055	regretter	regretter	VER	""	13.142	68.190
4056	écriture	écriture	NOM	f	13.139	14.842
4057	motif	motif	NOM	m	13.139	17.263
4058	poing	poing	NOM	m	13.139	18.421
4059	dessert	dessert	NOM	m	13.139	15.063
4060	tragédie	tragédie	NOM	f	13.133	14.516
4061	signe	signer	VER	""	13.127	100.481
4062	prochaine	prochain	NOM	f	13.117	32.652
4063	sel	sel	NOM	m	13.117	22.193
4064	activités	activité	NOM	f	13.114	30.377
4065	commandes	commande	NOM	f	13.108	31.332
4066	altesse	altesse	NOM	f	13.104	13.285
4067	cadavres	cadavre	NOM	m	13.095	36.497
4068	transport	transport	NOM	m	13.089	17.351
4069	boy	boy	NOM	m	13.082	18.728
4070	gentleman	gentleman	NOM	m	13.076	16.722
4071	eaux	eau	NOM	f	13.063	239.519
4072	homicide	homicide	NOM	e	13.057	16.231
4073	vive	vive	ONO	""	13.057	13.060
4074	irez	aller	VER	""	13.057	9795.946
4075	séjour	séjour	NOM	m	13.051	13.734
4076	exception	exception	NOM	f	13.051	14.684
4077	moderne	moderne	ADJ	e	13.047	16.940
4078	sous	sou	NOM	m	13.032	22.415
4079	noirs	noir	NOM	m	13.006	53.731
4080	oublierai	oublier	VER	""	12.994	410.870
4081	dépasse	dépasser	VER	""	12.994	44.693
4082	patiente	patient	NOM	f	12.991	88.598
4083	ticket	ticket	NOM	m	12.991	23.206
4084	craindre	craindre	VER	""	12.991	104.180
4085	fidèle	fidèle	ADJ	e	12.991	16.184
4086	évite	éviter	VER	""	12.987	99.873
4087	revanche	revanche	NOM	f	12.975	13.079
4088	verte	vert	ADJ	f	12.972	46.076
4089	trompes	tromper	VER	""	12.968	122.212
4090	souhaitez	souhaiter	VER	""	12.968	95.582
4091	boue	boue	NOM	f	12.959	13.076
4092	troisième	troisième	NOM	e	12.956	13.063
4093	prière	prière	NOM	f	12.956	23.497
4094	ambassadeur	ambassadeur	NOM	m	12.953	15.430
4095	vierge	vierge	ADJ	e	12.949	14.342
4096	terroristes	terroriste	NOM	e	12.946	22.168
4097	avertissement	avertissement	NOM	m	12.937	14.259
4098	pleuré	pleurer	VER	m	12.934	126.576
4099	symbole	symbole	NOM	m	12.930	17.272
4100	fichiers	fichier	NOM	m	12.927	23.541
4101	fin	fin	ADJ	m	12.924	24.079
4102	quittez	quitter	VER	""	12.921	251.136
4103	association	association	NOM	f	12.918	14.373
4104	ordure	ordure	NOM	f	12.911	26.418
4105	reprend	reprendre	VER	""	12.911	117.392
4106	satellite	satellite	NOM	m	12.911	17.203
4107	étudiant	étudiant	NOM	m	12.911	43.209
4108	principe	principe	NOM	m	12.908	22.142
4109	sien	sien	PRO:pos	m	12.905	30.161
4110	imaginé	imaginer	VER	m	12.905	207.177
4111	paris	pari	NOM	m	12.899	29.161
4112	cause	causer	VER	""	12.892	65.997
4113	continues	continuer	VER	""	12.889	279.652
4114	dettes	dette	NOM	f	12.889	28.652
4115	options	option	NOM	f	12.889	29.538
4116	vallée	vallée	NOM	f	12.886	13.949
4117	cherchons	chercher	VER	""	12.880	636.981
4118	particulier	particulier	ADJ	m	12.880	23.972
4119	charges	charge	NOM	f	12.877	41.440
4120	préférée	préféré	ADJ	f	12.867	39.323
4121	moral	moral	NOM	m	12.861	12.867
4122	engagement	engagement	NOM	m	12.858	15.332
4123	moins	moins	NOM	m	12.851	12.851
4124	pipi	pipi	NOM	m	12.848	12.959
4125	légal	légal	ADJ	m	12.848	22.839
4126	fous	fou	NOM	m	12.835	63.573
4127	abattre	abattre	VER	""	12.832	37.484
4128	chapitre	chapitre	NOM	m	12.832	14.380
4129	rembourser	rembourser	VER	""	12.826	27.358
4130	puissante	puissant	ADJ	f	12.823	47.468
4131	changements	changement	NOM	m	12.823	49.949
4132	directeur	directeur	ADJ	m	12.820	15.278
4133	gâteaux	gâteau	NOM	m	12.820	53.902
4134	traîne	traîner	VER	""	12.804	62.225
4135	boules	boule	NOM	e	12.801	31.196
4136	remarquer	remarquer	VER	""	12.791	84.019
4137	adorent	adorer	VER	""	12.788	243.253
4138	fort	fort	NOM	m	12.785	14.348
4139	égoïste	égoïste	ADJ	e	12.782	14.434
4140	échappe	échapper	VER	""	12.775	88.165
4141	levé	lever	VER	m	12.775	144.209
4142	marqué	marquer	VER	""	12.769	39.516
4143	tente	tente	NOM	f	12.766	15.044
4144	sentait	sentir	VER	""	12.766	539.494
4145	trouvons	trouver	VER	""	12.763	1476.832
4146	mobile	mobile	NOM	m	12.763	13.690
4147	acier	acier	NOM	m	12.753	12.842
4148	allemands	allemand	NOM	m	12.750	21.301
4149	revolver	revolver	NOM	m	12.750	13.807
4150	protocole	protocole	NOM	m	12.747	16.361
4151	bières	bière	NOM	f	12.747	77.782
4152	fonction	fonction	NOM	f	12.744	22.687
4153	reconnaissant	reconnaissant	ADJ	m	12.722	25.123
4154	luxe	luxe	NOM	m	12.715	12.858
4155	arrangement	arrangement	NOM	m	12.709	15.196
4156	mêle	mêler	VER	""	12.703	44.057
4157	reviennent	revenir	VER	""	12.687	579.816
4158	saurais	savoir	VER	""	12.684	4973.842
4159	ose	oser	VER	""	12.677	65.196
4160	aimable	aimable	ADJ	e	12.674	13.905
4161	américains	américain	ADJ	m	12.665	71.797
4162	subir	subir	VER	""	12.652	33.674
4163	patrouille	patrouille	NOM	f	12.652	16.551
4164	cessé	cesser	VER	""	12.639	53.687
4165	cran	cran	NOM	m	12.639	12.934
4166	autoroute	autoroute	NOM	f	12.633	13.943
4167	ordonné	ordonner	VER	m	12.633	30.161
4168	discuté	discuter	VER	""	12.620	99.680
4169	deuil	deuil	NOM	m	12.620	12.734
4170	appuie	appuyer	VER	""	12.617	39.187
4171	accuser	accuser	VER	""	12.614	59.472
4172	contacts	contact	NOM	m	12.614	81.006
4173	règlement	règlement	NOM	m	12.611	14.367
4174	avocate	avocat	NOM	f	12.608	145.541
4175	poignée	poignée	NOM	f	12.601	14.658
4176	cuir	cuir	NOM	m	12.595	12.845
4177	menaces	menace	NOM	f	12.592	44.623
4178	salopard	salopard	NOM	m	12.582	16.146
4179	donnait	donner	VER	""	12.582	1133.864
4180	bonté	bonté	NOM	f	12.579	12.892
4181	médicament	médicament	NOM	m	12.566	47.161
4182	quartiers	quartier	NOM	m	12.563	69.073
4183	manager	manager	NOM	m	12.557	13.358
4184	pères	père	NOM	m	12.557	1030.823
4185	beau	beau	ADV	""	12.554	12.554
4186	ressemblent	ressembler	VER	""	12.547	179.915
4187	réelle	réel	ADJ	f	12.544	58.585
4188	envers	envers	NOM	m	12.532	12.532
4189	révéler	révéler	VER	""	12.528	38.228
4190	retenu	retenir	VER	m	12.522	74.294
4191	gênant	gênant	ADJ	m	12.519	15.000
4192	badge	badge	NOM	m	12.519	15.022
4193	joli	joli	NOM	m	12.513	13.266
4194	lame	lame	NOM	f	12.509	15.563
4195	coordonnées	coordonnée	NOM	f	12.509	12.646
4196	kg	kg	NOM	""	12.509	12.509
4197	journalistes	journaliste	NOM	e	12.494	37.861
4198	fonce	foncer	VER	""	12.484	25.108
4199	légère	léger	ADJ	f	12.481	31.782
4200	énervé	énerver	VER	""	12.481	57.848
4201	deuxième	deuxième	NOM	e	12.481	12.547
4202	surprise	surprendre	VER	f	12.478	69.152
4203	rarement	rarement	ADV	""	12.478	12.484
4204	mouvements	mouvement	NOM	m	12.462	43.288
4205	coûté	coûter	VER	""	12.459	64.680
4206	technique	technique	ADJ	e	12.453	15.940
4207	mené	mener	VER	""	12.449	103.528
4208	invitée	inviter	VER	""	12.449	114.212
4209	douloureux	douloureux	ADJ	m	12.443	16.946
4210	exige	exiger	VER	""	12.443	24.253
4211	servent	servir	VER	""	12.440	248.408
4212	parliez	parler	VER	""	12.430	2026.244
4213	mentez	mentir	VER	""	12.427	215.013
4214	essayes	essayer	VER	""	12.427	837.753
4215	coincée	coincer	VER	""	12.424	68.158
4216	déposition	déposition	NOM	f	12.396	14.642
4217	courez	courir	VER	""	12.383	129.611
4218	inconnu	inconnu	NOM	m	12.380	22.915
4219	administration	administration	NOM	f	12.380	12.652
4220	candidat	candidat	NOM	m	12.380	24.006
4221	méchant	méchant	NOM	m	12.373	23.706
4222	oblige	obliger	VER	""	12.364	84.722
4223	discute	discuter	VER	""	12.361	99.680
4224	couche	couche	NOM	f	12.358	21.826
4225	basket	basket	NOM	e	12.358	17.047
4226	réduire	réduire	VER	""	12.339	33.415
4227	mesures	mesure	NOM	f	12.332	35.032
4228	demoiselle	demoiselle	NOM	f	12.329	13.816
4229	aimeriez	aimer	VER	""	12.329	1601.354
4230	accorde	accorder	VER	""	12.323	43.158
4231	vodka	vodka	NOM	f	12.323	12.668
4232	flotte	flotte	NOM	f	12.316	12.620
4233	goûter	goûter	VER	""	12.316	30.778
4234	horribles	horrible	ADJ	e	12.304	77.696
4235	reconnaissez	reconnaître	VER	""	12.304	107.842
4236	chatte	chat	NOM	f	12.301	79.497
4237	serveuse	serveur	NOM	f	12.301	31.709
4238	caches	cacher	VER	""	12.288	207.842
4239	invisible	invisible	ADJ	e	12.285	15.146
4240	saurai	savoir	VER	""	12.285	4973.842
4241	acceptez	accepter	VER	""	12.282	182.665
4242	sachez	savoir	VER	""	12.282	4973.842
4243	routine	routine	NOM	f	12.278	12.608
4244	partenaires	partenaire	NOM	e	12.275	57.316
4245	symptômes	symptôme	NOM	m	12.266	14.987
4246	statue	statue	NOM	f	12.266	15.085
4247	fausses	faux	ADJ	f	12.263	138.630
4248	mêmes	mêmes	PRO:ind	""	12.263	50.383
4249	casque	casque	NOM	m	12.256	14.930
4250	attire	attirer	VER	""	12.253	64.294
4251	connaitre	connaitre	NOM	""	12.250	12.250
4252	plais	plaire	VER	""	12.247	500.994
4253	éclater	éclater	VER	""	12.244	33.753
4254	élevé	élever	VER	""	12.237	49.930
4255	lesquelles	lesquelles	PRO:rel	f	12.234	169.842
4256	contacté	contacter	VER	""	12.234	54.775
4257	aile	aile	NOM	f	12.231	29.019
4258	pension	pension	NOM	f	12.228	13.560
4259	existent	exister	VER	""	12.225	114.275
4260	tonnes	tonne	NOM	f	12.222	18.506
4261	feuilles	feuille	NOM	f	12.222	22.456
4262	déposé	déposer	VER	""	12.218	56.642
4263	enquêter	enquêter	VER	""	12.215	33.959
4264	accéder	accéder	VER	""	12.212	16.484
4265	conflit	conflit	NOM	m	12.209	16.269
4266	aurez	avoir	AUX	""	12.206	19741.582
4267	roue	roue	NOM	f	12.203	20.209
4268	douter	douter	VER	""	12.199	81.373
4269	accomplir	accomplir	VER	""	12.196	26.095
4270	dîtes	dire	VER	""	12.177	6099.386
4271	munitions	munition	NOM	f	12.174	12.813
4272	roman	roman	NOM	m	12.171	16.044
4273	bruits	bruit	NOM	m	12.171	76.098
4274	douée	douer	VER	f	12.168	30.152
4275	employé	employé	NOM	m	12.168	39.380
4276	goutte	goutte	NOM	f	12.165	17.949
4277	excellence	excellence	NOM	f	12.161	12.297
4278	remet	remettre	VER	""	12.158	144.367
4279	obscurité	obscurité	NOM	f	12.155	12.190
4280	articles	article	NOM	m	12.152	50.345
4281	puissent	pouvoir	VER	""	12.149	6267.658
4282	connaisse	connaître	VER	""	12.149	846.060
4283	bouteilles	bouteille	NOM	f	12.146	54.646
4284	nord	nord	ADJ	e	12.146	12.161
4285	cm	cm	NOM	m	12.142	12.149
4286	chérie	chérir	VER	f	12.136	24.538
4287	contrairement	contrairement	ADV	""	12.130	12.136
4288	menu	menu	NOM	m	12.130	13.687
4289	fédéral	fédéral	ADJ	m	12.127	24.886
4290	agissait	agir	VER	""	12.127	205.873
4291	douze	douze	ADJ:num	""	12.123	12.130
4292	bâtard	bâtard	NOM	m	12.123	16.617
4293	talents	talent	NOM	m	12.120	42.582
4294	rendent	rendre	VER	""	12.117	495.472
4295	touche	touche	NOM	f	12.114	14.782
4296	soudainement	soudainement	ADV	""	12.108	12.108
4297	tandis que	tandis que	CON	""	12.101	15.342
4298	bénisse	bénir	VER	""	12.095	31.921
4299	organise	organiser	VER	""	12.092	58.744
4300	hall	hall	NOM	m	12.092	12.500
4301	mai	mai	NOM	m	12.085	12.104
4302	ruiné	ruiner	VER	m	12.082	33.899
4303	légitime	légitime	ADJ	e	12.082	13.323
4304	domicile	domicile	NOM	m	12.082	12.351
4305	malin	malin	NOM	m	12.079	15.934
4306	enseigner	enseigner	VER	""	12.079	34.861
4307	devinez	deviner	VER	""	12.076	80.155
4308	cri	cri	NOM	m	12.070	36.810
4309	telles	telles	ADJ:ind	f	12.070	131.225
4310	accusé	accusé	NOM	m	12.066	17.016
4311	rit	rire	VER	""	12.063	93.041
4312	infection	infection	NOM	f	12.044	13.687
4313	viendrais	venir	VER	""	12.041	2424.339
4314	emmenée	emmener	VER	f	12.041	246.203
4315	étonne	étonner	VER	""	12.038	39.421
4316	lâche	lâche	NOM	e	12.035	15.972
4317	puits	puits	NOM	m	12.032	12.032
4318	allumer	allumer	VER	""	12.032	47.744
4319	oublies	oublier	VER	""	12.028	410.870
4320	connexion	connexion	NOM	f	12.025	14.187
4321	maquillage	maquillage	NOM	m	12.022	12.187
4322	ruiner	ruiner	VER	""	12.013	33.899
4323	hélicoptère	hélicoptère	NOM	m	12.013	14.611
4324	pauvres	pauvre	NOM	m	12.009	35.709
4325	cercueil	cercueil	NOM	m	11.997	13.842
4326	laissant	laisser	VER	e	11.991	1354.038
4327	final	final	ADJ	m	11.987	21.557
4328	décrire	décrire	VER	""	11.984	30.636
4329	souvient	souvenir	VER	""	11.981	324.006
4330	coule	couler	VER	""	11.978	41.041
4331	complète	complet	ADJ	f	11.975	35.813
4332	sacré	sacrer	VER	m	11.968	18.924
4333	resto	resto	NOM	m	11.965	13.101
4334	bagnole	bagnole	NOM	f	11.959	13.892
4335	suspect	suspect	ADJ	m	11.956	17.342
4336	ais	ais	NOM	m	11.953	49.842
4337	quantité	quantité	NOM	f	11.953	14.038
4338	assuré	assurer	VER	m	11.943	144.633
4339	installé	installer	VER	m	11.940	62.984
4340	prétend	prétendre	VER	""	11.937	45.614
4341	écoles	école	NOM	f	11.934	217.946
4342	dinde	dinde	NOM	f	11.930	13.848
4343	douzaine	douzaine	NOM	f	11.930	17.215
4344	établir	établir	VER	""	11.915	26.354
4345	v	v	NOM	""	11.908	14.557
4346	tuent	tuer	VER	""	11.905	967.456
4347	k	k	NOM	m	11.905	12.351
4348	demandait	demander	VER	""	11.902	926.332
4349	sépare	séparer	VER	""	11.902	66.402
4350	producteur	producteur	NOM	m	11.899	18.351
4351	médaille	médaille	NOM	f	11.896	15.209
4352	profonde	profond	ADJ	f	11.896	39.453
4353	espèces	espèce	NOM	f	11.886	98.184
4354	devrai	devoir	VER	""	11.886	3830.592
4355	mordu	mordre	VER	m	11.870	38.440
4356	trône	trône	NOM	m	11.867	12.104
4357	tumeur	tumeur	NOM	f	11.864	13.491
4358	conseille	conseiller	VER	""	11.861	28.690
4359	parent	parent	NOM	m	11.861	187.934
4360	énerver	énerver	VER	""	11.851	57.848
4361	timide	timide	ADJ	e	11.845	13.604
4362	organes	organe	NOM	m	11.845	15.899
4363	punir	punir	VER	""	11.835	36.253
4364	record	record	NOM	m	11.835	15.633
4365	routes	route	NOM	f	11.832	160.231
4366	hop	hop	ONO	""	11.832	12.095
4367	connue	connaître	VER	f	11.832	846.060
4368	marié	marié	ADJ	m	11.829	27.801
4369	attiré	attirer	VER	""	11.829	64.294
4370	auquel	auquel	PRO:rel	m	11.826	19.785
4371	sachiez	savoir	VER	""	11.826	4973.842
4372	costumes	costume	NOM	m	11.826	54.842
4373	mortel	mortel	ADJ	m	11.826	23.554
4374	circulation	circulation	NOM	f	11.823	11.873
4375	transformé	transformer	VER	m	11.823	54.187
4376	sourire	sourire	VER	""	11.816	43.554
4377	baisse	baisse	NOM	f	11.816	12.291
4378	octobre	octobre	NOM	m	11.813	11.816
4379	vieille	vieux	NOM	f	11.813	96.924
4380	hélas	hélas	ONO	""	11.813	11.813
4381	passagers	passager	NOM	m	11.810	17.275
4382	texte	texte	NOM	m	11.810	15.114
4383	ingénieur	ingénieur	NOM	m	11.788	15.475
4384	détention	détention	NOM	f	11.775	11.873
4385	continué	continuer	VER	""	11.775	279.652
4386	volontaire	volontaire	ADJ	e	11.772	14.456
4387	accuse	accuser	VER	""	11.772	59.472
4388	chaussettes	chaussette	NOM	f	11.769	15.484
4389	faiblesse	faiblesse	NOM	f	11.769	15.788
4390	arriverait	arriver	VER	""	11.763	1211.342
4391	viennes	venir	VER	""	11.759	2424.339
4392	morgue	morgue	NOM	f	11.756	12.114
4393	simples	simple	ADJ	f	11.753	131.253
4394	filmer	filmer	VER	""	11.750	34.709
4395	factures	facture	NOM	f	11.747	22.943
4396	plastique	plastique	NOM	e	11.747	12.285
